ID,TS,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
1,2018/1/1 0:00,41.83,124.94,263.22,300.57,10.35,10.39,10.32,90.28,261.76,26.72,38.84,955.2,5715,5407.5,6407.5,7.37,18,3776.31,24,0.05,10.35,7.93,78.01,358689,3
2,2018/1/1 0:06,41.97,125.3,262.12,300.53,10.33,10.4,10.34,89.5,268.51,26.84,37.54,961.5,5702.5,5407.5,6417.5,7.4,18,3760.59,24,0,9.67,7.97,78.08,339139,3
3,2018/1/1 0:12,41.9,125,261.45,300.29,10.35,10.41,10.33,89.74,263.78,25.93,34.98,952.19,5690,5392.5,6405,7.44,18,3754.59,24,0,9.68,7.98,79.5,326082,3
4,2018/1/1 0:18,42.33,125.25,262.12,298.94,10.31,10.41,10.33,89.69,260.09,27.34,37.11,937.14,5680,5392.5,6427.5,7.47,18,3746.73,8,5.28,10.92,7.95,80.07,321295,3
5,2018/1/1 0:24,42.37,125.03,262.94,301.73,10.33,10.4,10.32,90.2,262.26,41.93,45.88,921.01,5670,5377.5,6400,7.5,18,3748.58,8,4.6,11.12,7.94,79.96,339248,2
6,2018/1/1 0:30,41.25,124.61,260.12,298.03,10.38,10.41,10.32,89.91,260.62,26.27,34.47,970.43,5705,5400,6430,7.52,18,3743.5,8,4.74,11.2,7.89,79.5,327097,2
7,2018/1/1 0:36,42.4,125.34,261.54,299.49,10.38,10.45,10.34,89.91,260.62,26.88,35.6,949.47,5722.5,5407.5,6442.5,7.53,18,3743.03,8,4.6,11.19,7.95,80.35,350576,2
8,2018/1/1 0:42,41.63,124.71,260.75,299.47,10.35,10.43,10.33,86.86,249.64,26.52,35.34,940.61,5707.5,5405,6460,7.54,18,3746.27,8,4.59,11.17,7.92,80.18,386800,2
9,2018/1/1 0:48,41.45,125.07,260.74,298.93,10.35,10.42,10.33,85.87,256.87,31.89,42.2,917.69,5672.5,5382.5,6415,7.53,18,3743.03,8,4.59,11.17,7.93,82.18,400449,2
10,2018/1/1 0:54,42.34,125.22,263.08,301.88,10.32,10.44,10.34,86.91,250.15,25.9,34.2,977.39,5715,5412.5,6460,7.51,18,3742.11,18,783.4,11.17,7.94,81.22,360198,2
11,2018/1/1 1:00,41.91,124.82,261.75,300.95,10.33,10.42,10.33,85.16,253.8,24.66,33.05,953.47,5710,5407.5,6432.5,7.5,18,3741.19,8,771.35,12.25,7.91,78.05,361350,2
12,2018/1/1 1:06,41.86,125.12,260.55,296.41,10.33,10.4,10.32,86.39,253.25,27.63,38.1,933.29,5695,5397.5,6432.5,7.47,18,3734.71,8,425.49,12.14,7.86,77.84,372153,2
13,2018/1/1 1:12,41.42,124.85,259.41,298.96,10.36,10.45,10.32,86.15,259.64,29.37,40.19,957.82,5707.5,5400,6442.5,7.44,18,3737.95,8,423.15,12.1,7.86,77.83,323951,2
14,2018/1/1 1:18,42.11,125.2,261.63,300.24,10.33,10.4,10.31,85.49,253.25,26.35,36.06,961.96,5707.5,5412.5,6405,7.41,18,3725.93,28,0,11.76,7.89,76.91,337835,2
15,2018/1/1 1:24,41.53,124.74,259.89,298.64,10.35,10.42,10.33,85.86,257.16,24.72,33.45,964.17,5730,5420,6425,7.41,18,3716.69,28,0,11.08,7.88,78.09,360108,5
16,2018/1/1 1:30,41.72,125.13,259.74,298.39,10.36,10.42,10.32,84.2,258.55,24.43,33.53,950.22,5717.5,5410,6402.5,7.43,18,3701.9,28,0,11.44,7.88,82.32,343284,4
17,2018/1/1 1:36,41.53,124.97,260.32,298.01,10.38,10.41,10.32,84.2,258.55,25.87,36.75,946.4,5705,5415,6422.5,7.48,18,3695.43,18,0,12.41,7.91,82.71,340384,4
18,2018/1/1 1:42,41.62,124.9,260.49,299.63,10.32,10.4,10.27,82.74,252.15,26.12,37.4,936.8,5695,5400,6417.5,7.56,18,3688.96,8,412.68,11.38,7.89,82.38,328198,4
19,2018/1/1 1:48,43.12,125.69,265.09,303.22,10.34,10.42,10.29,84.47,257.43,26.7,38.17,963.81,5693.13,5410.63,6429.38,7.64,18,3683.41,8,411.77,19.7,7.85,78.24,330802,4
20,2018/1/1 1:54,41.48,124.53,264.67,304.76,10.35,10.4,10.32,88.08,237.34,26.62,39.28,943.99,5710,5417.5,6429.38,7.7,18,3677.87,8,411.77,22.36,7.9,77.93,325657,4
21,2018/1/1 2:00,40.56,124.54,259.75,297.8,10.34,10.42,10.33,86.84,252.83,25.38,36.38,962.91,5692.5,5413.13,6426.25,7.74,18,3667.7,8,414.09,24.19,7.88,76.9,348120,4
22,2018/1/1 2:06,40.84,124.88,261.16,299.47,10.34,10.42,10.32,85.99,257.45,25.22,35.51,959.47,5718.75,5415,6439.38,7.78,18,3661.69,8,411.19,21.22,7.91,78.14,335483,4
23,2018/1/1 2:12,41.65,125.33,263.75,302.11,10.37,10.44,10.31,88.52,236.28,29.76,41.49,927.28,5718.75,5419.38,6438.13,7.8,18,3661.23,8,412.53,18.86,7.96,82.39,324504,4
24,2018/1/1 2:18,40.6,124.43,262.05,302.53,10.34,10.4,10.35,87.21,262.63,28.78,40.13,953.31,5708.13,5428.75,6437.5,7.82,18,3660.77,8,411.38,24.25,7.97,82.39,325306,3
25,2018/1/1 2:24,41.61,125.45,262.86,301.83,10.36,10.46,10.32,85.96,262.68,28.66,39.68,943.96,5710,5423.75,6425,7.84,18,3660.77,8,412.83,25.43,7.95,80.3,313380,3
26,2018/1/1 2:30,41.26,124.94,263.24,302.56,10.35,10.39,10.31,86.42,264.23,26.39,35.41,971.4,5697.5,5417.5,6430.63,7.86,18,3662.15,8,409.72,20.05,7.95,78.72,328380,3
27,2018/1/1 2:36,40.43,124.76,259.63,294.6,10.31,10.39,10.3,86.42,264.23,25.85,34.04,954.36,5696.25,5412.5,6411.25,7.87,18,3660.31,18,748.62,17.44,7.92,77.15,322342,3
28,2018/1/1 2:42,40.56,124.81,260.62,300.42,10.33,10.4,10.33,85.84,261.35,29.03,38.48,937.13,5693.13,5412.5,6406.25,7.88,18,3651.52,18,751.49,14.88,7.95,79.57,320497,3
29,2018/1/1 2:48,42.01,125.75,263.2,292.87,10.33,10.38,10.34,96.55,244.09,28.42,37.24,962.25,5735.63,5441.88,6452.5,7.89,18,3648.75,18,754.74,38.85,7.94,78.92,323798,3
30,2018/1/1 2:54,41.2,124.47,263.21,305.07,10.37,10.44,10.32,96.41,280.6,30.41,40.1,947.11,5706.88,5413.13,6420,7.91,18,3650.6,12,748.02,25.62,7.95,82.99,329780,3
31,2018/1/1 3:00,41.61,125.49,262.36,299.8,10.35,10.4,10.31,99.65,289.3,26.5,36.22,951.12,5723.13,5433.13,6449.38,7.92,18,3644.13,12,748.47,20.14,7.98,83.63,325987,3
32,2018/1/1 3:06,42.69,125.41,264.1,303.74,10.36,10.41,10.3,96.54,278.91,25.96,35.51,965.73,5698.13,5416.25,6416.88,7.93,18,3644.59,12,747.17,19.11,8,81.17,327675,3
33,2018/1/1 3:12,41.85,124.91,261.86,299.24,10.36,10.41,10.33,96.36,289.7,26.78,36.3,957.36,5709.38,5422.5,6429.38,7.94,18,3634.89,12,748.28,24.64,7.95,78.13,315272,3
34,2018/1/1 3:18,41.37,124.62,260.34,297.28,10.35,10.4,10.31,95.92,281.76,27.85,38.23,940.36,5688.75,5405.63,6420.63,7.95,18,3629.34,12,743.74,14.41,7.98,78.93,315096,3
35,2018/1/1 3:24,41.55,125.05,260.87,297.86,10.38,10.44,10.3,94.11,274.74,27.45,38.96,954.72,5697.5,5406.88,6420,7.96,18,3632.11,12,747.5,21.58,8,77.72,349844,3
36,2018/1/1 3:30,41.36,125.02,259.98,297.89,10.34,10.41,10.31,94.24,278.29,28.64,40.47,936.86,5713.75,5413.75,6433.75,7.96,18,3623.79,10,703.41,26.54,8.03,78.83,350484,3
37,2018/1/1 3:36,41.24,124.78,259.93,297.83,10.35,10.42,10.33,94.24,278.29,27.2,38.23,965.98,5709.38,5410,6425,7.97,18,3620.56,8,451,26.99,8.06,80.11,334171,3
38,2018/1/1 3:42,41.71,125.26,261.1,295.36,10.33,10.38,10.33,94.64,270.48,26.08,37.9,948.55,5691.88,5402.5,6436.25,7.97,18,3622.41,5,117.75,32.03,8.04,80.69,319812,3
39,2018/1/1 3:48,43.25,125.61,265.42,297.92,10.36,10.38,10.31,90.41,282.54,25.55,37.29,951.95,5718.75,5422.5,6448.13,7.97,18,3618.25,5,110.59,34.67,8.05,80.44,315738,3
40,2018/1/1 3:54,41.56,124.74,260.98,295.82,10.36,10.42,10.31,88.48,272.24,27.08,39.38,941.98,5717.5,5427.5,6442.5,7.95,18,3616.4,5,112.63,37.45,8.19,76.11,328129,3
41,2018/1/1 4:00,41.85,124.82,264.32,300.84,10.35,10.4,10.31,91.48,273.61,29.55,41.86,938.82,5698.13,5405.63,6421.25,7.93,18,3613.63,5,111.23,21.34,8.61,73.07,318687,3
42,2018/1/1 4:06,42.55,124.77,267.46,312.39,10.37,10.41,10.33,88.91,278.57,28.02,39.98,968.08,5683.13,5401.25,6418.13,7.9,18,3608.08,5,109.06,22.8,8.02,71.03,330696,3
43,2018/1/1 4:12,42.34,125.05,264.42,302.09,10.36,10.4,10.3,93.39,282.37,25.25,37.07,954.94,5700.63,5406.88,6440,7.86,18,3611.32,5,110.15,22.8,8.02,71.03,311726,3
44,2018/1/1 4:18,42.06,125,265.39,303.57,10.35,10.42,10.31,90.12,271.23,25.5,35.84,950.9,5695,5405.63,6435,7.81,18,3611.78,8,114.28,18.96,8.03,71.03,324195,3
45,2018/1/1 4:24,40.55,124.68,259.29,293,10.35,10.4,10.33,94.26,274.03,26.16,35.93,952.58,5716.25,5421.88,6442.5,7.76,18,3606.7,8,112.71,12.34,8.02,92.68,325753,3
46,2018/1/1 4:30,41.09,124.74,261.26,298.95,10.34,10.4,10.31,94.73,281.33,27.98,39.51,944.23,5703.75,5419.38,6448.75,7.71,18,3611.32,8,111.34,12.47,8.01,85.85,318279,3
47,2018/1/1 4:36,40.42,124.58,258.74,296.05,10.35,10.37,10.29,94.73,281.33,27.77,39.37,947.36,5705.63,5414.38,6435,7.66,18,3614.55,8,112.28,14.15,7.98,78.11,332809,3
48,2018/1/1 4:42,41.06,125.21,260.28,299.32,10.36,10.43,10.3,92.36,265.24,29.18,39.95,950.69,5682.5,5395.63,6418.13,7.6,18,3611.32,8,114.41,17.61,8.03,77.88,329755,3
49,2018/1/1 4:48,41.21,125,261.58,299.87,10.35,10.44,10.34,94.76,267.99,28.93,39.15,945.68,5702.5,5401.88,6422.5,7.54,18,3606.23,8,111.28,19.25,8.01,82.44,331088,2
50,2018/1/1 4:54,40.79,125.05,259.38,296.32,10.35,10.42,10.28,93.73,272.81,27.11,37.09,953.49,5703.13,5398.13,6435.63,7.48,18,3604.39,8,112.44,22.08,8.03,83.07,332715,2
51,2018/1/1 5:00,41.91,125.32,262.91,300.36,10.36,10.38,10.29,93.36,271.73,29.6,34.98,957.14,5712.5,5415,6431.25,7.42,18,3609.93,8,113.76,24.69,7.98,78.82,327128,2
52,2018/1/1 5:06,41.46,124.89,262.31,301.08,10.36,10.4,10.31,93.15,271.05,29.06,33.5,961.38,5700,5406.88,6443.75,7.36,18,3602.07,8,113.52,26.53,7.95,79.06,314593,2
53,2018/1/1 5:18,40.93,124.97,260.03,295.23,10.35,10.43,10.31,94.93,266.47,29.63,34.1,950.32,5700.63,5405,6440.63,7.27,18,3600.69,10,115.87,38.13,7.9,78.72,311576,3
54,2018/1/1 5:24,41.07,125.09,260.63,298.83,10.34,10.42,10.31,93.33,272.81,28.97,35.06,953.55,5702.5,5400,6395.63,7.23,18,3603.46,30,0,30.61,7.95,80.46,307823,3
55,2018/1/1 5:30,42.07,125.4,262.97,301.32,10.33,10.41,10.31,93.2,265.27,26.86,33.53,950.95,5697.5,5406.25,6388.13,7.19,18,3596.53,30,0,28.1,7.94,80.04,320441,4
56,2018/1/1 5:36,41.03,124.74,261.39,300.05,10.36,10.4,10.33,93.2,265.27,25.63,31.96,950.01,5681.25,5393.75,6375.63,7.19,18,3580.81,30,0,19.63,7.94,79.19,311174,4
57,2018/1/1 5:48,41.56,125.08,261.2,298.41,10.34,10.44,10.31,87.33,256.2,25.87,34.26,949.43,5698.75,5415.63,6392.5,7.22,18,3558.63,30,0,20.2,7.95,78.17,303406,5
58,2018/1/1 6:00,41.4,124.93,261.48,298.85,10.33,10.42,10.28,90.46,264.31,26.52,36.58,943.05,5698.75,5416.25,6389.38,7.32,18,3531.82,20,0,27.42,7.89,79.74,305537,5
59,2018/1/1 6:06,41.28,124.98,260.34,295.18,10.35,10.4,10.32,89.36,273.06,27.22,37.74,942.83,5721.25,5428.13,6439.38,7.39,18,3517.96,10,685.45,20.08,7.95,80.86,298501,4
60,2018/1/1 6:12,41.35,125.12,261.32,299.06,10.33,10.4,10.33,89.08,274.53,29.45,38.01,949.96,5693.75,5403.75,6411.25,7.46,18,3506.41,10,683.7,21.36,7.95,81.68,296271,4
61,2018/1/1 6:18,43.56,125.44,269.53,309.71,10.34,10.42,10.33,95.14,269.86,29.49,36.86,953.57,5698.13,5416.88,6428.75,7.53,18,3505.02,10,685.08,28.54,7.95,80.65,299358,4
62,2018/1/1 6:24,40.75,124.25,262.14,299.89,10.34,10.42,10.34,92.57,277.16,28.34,33.93,957.79,5704.38,5420,6416.25,7.58,18,3493.93,10,685.15,32.11,7.94,83.51,302303,3
63,2018/1/1 6:30,41.61,125.23,261.93,293.59,10.35,10.35,10.33,93.04,274.14,26.69,30.48,964.33,5706.25,5420,6420,7.63,18,3496.24,10,681.34,26.75,7.95,79.87,297757,3
64,2018/1/1 6:36,41.27,124.82,262.82,300.54,10.34,10.4,10.33,93.04,274.14,26.39,30.59,948.02,5691.88,5415,6420,7.67,18,3486.07,10,682.92,41.35,7.97,78.39,291635,3
65,2018/1/1 6:42,41.81,125.32,262.88,297.79,10.35,10.39,10.33,89.16,270.11,30.88,36.63,934.09,5711.88,5413.75,6423.13,7.71,18,3487,10,683.32,47.21,7.95,77.31,302123,3
66,2018/1/1 6:48,41.52,124.95,262.44,298.49,10.35,10.41,10.31,90.05,276,33.65,40.04,941.78,5683.75,5411.25,6409.38,7.74,18,3484.69,10,684.55,43.59,7.96,79.28,299005,3
67,2018/1/1 6:54,41,124.86,260.8,297.31,10.35,10.41,10.33,95.58,263.25,32.23,37.52,957.23,5680.63,5405,6420,7.78,18,3470.36,10,681.82,55.89,7.92,79.33,299369,3
68,2018/1/1 7:00,41.37,125.21,260.78,297.67,10.34,10.41,10.31,96.29,268.1,29.27,33.47,963.66,5710,5420,6429.38,7.81,18,3468.97,10,683.93,24.94,8.06,88.67,300716,3
69,2018/1/1 7:06,41.5,124.99,262.45,297.2,10.35,10.42,10.32,95.19,276.12,25.13,27.32,961.03,5708.13,5415,6419.38,7.84,18,3466.66,10,683.87,18.9,8.08,89,307990,3
70,2018/1/1 7:12,42.2,125.36,262.08,300.45,10.36,10.43,10.32,86.78,263.88,28.23,33.37,927.87,5681.25,5401.88,6406.88,7.87,18,3461.58,10,680.54,18.8,8.08,89,313707,3
71,2018/1/1 7:18,42.34,124.98,263.95,300.22,10.35,10.39,10.34,87.86,270.37,32.23,39.08,935.49,5712.5,5423.75,6386.25,7.9,18,3461.58,20,0,17.87,8.1,60.22,323202,3
72,2018/1/1 7:24,42.31,124.98,262.53,299.39,10.37,10.41,10.31,84.18,275.72,30.92,37.69,957.49,5683.75,5406.88,6386.25,7.95,18,3448.18,20,0,17.33,7.98,58.75,318698,4
73,2018/1/1 7:30,41.21,124.52,259.82,296.34,10.35,10.43,10.32,83.46,281.9,23.69,32.81,963.79,5720.63,5421.88,6441.25,8.04,18,3440.78,0,4.59,27.54,7.92,69.36,320972,3
74,2018/1/1 7:36,41.67,125.16,260.56,297.02,10.36,10.38,10.33,83.46,281.9,24.6,35.11,943.45,5690.63,5404.38,6433.75,8.14,18,3441.24,0,4.59,27.92,7.99,79.04,303639,2
75,2018/1/1 7:42,44.48,126.17,268.61,300.36,10.35,10.4,10.33,85.18,265.4,26.99,39.85,934.21,5705.63,5410.63,6422.5,8.19,18,3438.01,0,4.59,36.77,8,80.35,302239,2
76,2018/1/1 7:48,41.42,124.02,261.19,299.05,10.33,10.39,10.36,90.13,268.68,36.03,45.82,939.59,5713.13,5419.38,6445,8.21,18,3428.3,4,4.59,41.15,7.95,81.17,290994,2
77,2018/1/1 7:54,41.64,124.97,261.07,295.96,10.35,10.41,10.33,89.68,277.91,27.03,40.78,954.75,5707.5,5408.13,6430.63,8.22,18,3434.31,4,4.58,20.77,7.97,83.74,290274,2
78,2018/1/1 8:00,42.6,125.12,264.71,301.63,10.34,10.41,10.34,91.46,277.98,24.88,37.96,960.99,5700,5418.13,6430,8.23,18,3432.92,2,4.59,22.07,7.97,80.81,282738,2
79,2018/1/1 8:06,42.77,125.46,265.09,299.24,10.36,10.41,10.33,90.76,277.22,24.26,37.33,948.47,5695,5402.5,6417.5,8.22,18,3435.23,2,4.59,32.98,7.95,79.17,286085,2
80,2018/1/1 8:12,41.57,124.51,261.1,296.84,10.36,10.41,10.32,90.1,274.78,27.65,41.25,942.46,5705,5418.75,6435,8.21,18,3433.39,2,4.59,34.63,7.95,79.02,284739,2
81,2018/1/1 8:18,41.95,124.97,262.06,299.94,10.37,10.4,10.33,88.55,281.76,56.66,43.8,943.22,5701.88,5413.13,6438.75,8.2,18,3433.85,2,4.59,27.27,7.95,78.43,283879,2
82,2018/1/1 8:24,42.49,125.25,262.34,299.61,10.35,10.37,10.32,89.77,275.72,25.79,38.21,973.45,5712.5,5410,6433.75,8.19,18,3434.77,2,4.54,42.04,7.91,77.14,282711,2
83,2018/1/1 8:30,41.95,124.77,261.6,299.4,10.36,10.4,10.33,89.56,276.75,25.23,36.48,953.62,5711.88,5420.63,6448.75,8.18,18,3436.16,2,4.59,32.6,7.94,79.25,282183,2
84,2018/1/1 8:36,42.77,125.21,264.57,301.74,10.35,10.41,10.3,89.56,276.75,26.92,38.38,936.84,5716.88,5411.88,6450.63,8.15,18,3436.62,2,4.59,37.64,7.93,80.09,284226,2
85,2018/1/1 8:42,41.43,124.88,260.71,295.47,10.37,10.42,10.3,84.41,267.25,30.69,41.71,938.51,5692.5,5402.5,6422.5,8.13,18,3431.54,8,4.59,38.04,7.94,80.22,287919,2
86,2018/1/1 8:48,42.07,125.09,261.39,297.67,10.33,10.42,10.32,84.19,276.66,29.91,40.47,972.32,5711.25,5418.75,6437.5,8.1,18,3434.31,8,4.75,38.04,7.94,80.22,25132.7,2
87,2018/1/1 8:54,42.01,124.93,262.94,299.95,10.38,10.43,10.33,86.5,265.89,26.16,35.32,960.12,5710.63,5405.63,6419.38,8.07,18,3431.54,13.5,1217.26,38.04,7.94,80.22,282232,2
88,2018/1/1 9:06,42.22,125.1,263.09,301.19,10.34,10.42,10.33,86.54,274.35,28.64,39.08,944.44,5686.25,5400,6418.13,8.01,18,3437.54,10,827.47,41.68,7.93,77.62,285408,3
89,2018/1/1 9:12,42.76,125.31,264.18,300.08,10.35,10.23,10.29,87.17,275.8,30.88,40.92,939.75,5698.13,5405.63,6430.63,8,18,3444.48,10,831.08,40.13,7.88,56.35,288538,3
90,2018/1/1 9:18,41.48,124.62,260.69,298.54,10.35,10.26,10.31,87.85,274.77,27.36,37.22,956.92,5694.38,5400.63,6407.5,7.98,18,3400.57,10,831.52,48.37,7.86,64.57,287566,2
91,2018/1/1 9:24,40.98,124.81,258.7,295.76,10.37,10.28,10.3,88.8,267.86,25.11,34.31,954.62,5691.88,5407.5,6409.38,7.97,18,3401.96,10,829.74,43.8,7.84,67.61,286342,2
92,2018/1/1 9:30,41.09,124.93,258.77,297.4,10.35,10.12,10.32,88.71,270.53,26.41,37.42,945.6,5709.38,5403.75,6423.75,7.96,20,3396.88,9,553.42,33.65,7.94,74.25,287156,2
93,2018/1/1 9:36,42.54,125.55,262.71,299.02,10.36,10.08,10.31,88.71,270.53,29.1,41.53,939.89,5708.75,5410,6424.38,7.94,20,3399.65,10,553.08,27.38,7.94,72.86,285722,2
94,2018/1/1 9:42,41.86,124.67,263.16,303.04,10.35,10.26,10.29,88.1,262.6,28.02,40.78,949.82,5712.5,5415,6429.38,7.93,20,3394.56,10,552.84,26.84,7.94,77.42,280753,2
95,2018/1/1 9:48,40.14,124.63,256.25,290.43,10.35,10.25,10.32,87.15,259.75,28.47,42.16,949.14,5711.88,5414.38,6430.63,7.91,20,3400.57,9,550.66,20.49,7.95,81.47,279767,2
96,2018/1/1 9:54,41.99,125.4,261.98,299.26,10.34,10.25,10.27,86.41,266.69,28.36,42.1,969.25,5709.38,5413.75,6438.13,7.89,20,3397.8,9,551.61,17.05,7.99,82.54,278912,2
97,2018/1/1 10:00,41.37,124.87,259.46,296.9,10.34,10.24,10.32,89.39,259.57,22.45,34.45,967.11,5703.13,5408.75,6432.5,7.87,20,3392.25,9,551.32,17.61,7.94,78.74,284472,2
98,2018/1/1 10:06,41.9,125.01,261.82,300.36,10.34,10.27,10.3,86.67,263.69,25.47,39.51,935.36,5713.75,5418.13,6434.38,7.85,20,3395.49,9,551.01,16.87,7.9,78.08,282257,2
99,2018/1/1 10:12,41.97,125.18,260.36,292.29,10.34,10.27,10.34,87.65,260.96,25.48,39.46,951.3,5706.25,5409.38,6431.25,7.82,20,3393.64,9,549.93,16.87,7.9,78.09,285349,2
100,2018/1/1 10:18,41.2,124.71,259.93,298.36,10.33,10.25,10.32,87.48,256.66,32.55,44.19,929.43,5709.38,5395,6417.5,7.8,20,3387.63,13,38.14,15.07,7.97,78.86,283476,2
101,2018/1/1 10:24,42.35,125.61,260.85,296.15,10.36,10.27,10.32,87.71,264.17,27.65,41.16,948.66,5681.25,5397.5,6418.13,7.78,20,3386.71,13,38.61,12.86,8.04,81.92,282192,3
102,2018/1/1 10:30,41.53,124.84,259.77,296.81,10.35,10.24,10.32,89.03,257.98,27.24,40.93,946.69,5689.38,5403.13,6421.25,7.73,20,3388.56,13,36.64,11.85,7.99,82.75,284597,3
103,2018/1/1 10:36,41.18,124.79,258.35,294.61,10.36,10.25,10.32,89.03,257.98,28.48,40.4,954.81,5695.63,5405,6450.63,7.69,20,3384.86,12,39.05,11.83,7.94,84.3,283571,2
104,2018/1/1 10:42,41.98,125.26,260.51,297.54,10.34,10.25,10.32,90.24,255.07,22.7,31.4,987.03,5706.88,5413.75,6440.63,7.64,20,3395.95,12,36.61,16.91,7.94,82.5,284449,2
105,2018/1/1 10:48,41.87,124.8,260.74,298.99,10.33,10.28,10.32,88.48,250.88,26.15,36.62,941.73,5713.75,5416.88,6436.25,7.6,20,3395.95,12,37.86,16.55,7.93,79.62,284947,2
106,2018/1/1 10:54,40.93,124.87,256.67,287.42,10.36,10.24,10.32,88.99,242.18,36.96,45.03,933.31,5695.63,5397.5,6431.25,7.56,20,3384.86,12,38.26,16.17,7.91,77.19,281703,2
107,2018/1/1 11:00,41.31,125.05,259.67,299.53,10.36,10.11,10.35,89.63,248.99,35.98,44.36,949.32,5709.38,5413.13,6450,7.51,20,3386.71,12,36.46,12.41,8.04,80.39,277860,2
108,2018/1/1 11:06,41.38,124.71,259.67,298.72,10.35,10.13,10.35,87.8,249.62,26.43,35.89,966.13,5685.63,5401.88,6431.25,7.46,20,3392.25,12,38.38,13.65,8.02,79.38,282264,2
109,2018/1/1 11:12,41.24,124.96,260.93,298.67,10.35,10.42,10.34,89.9,269.28,27.05,36.9,940.52,5689.38,5403.75,6431.88,7.41,20,3388.56,12,35.79,12.78,8.01,79.74,281579,2
110,2018/1/1 11:18,41.58,125.11,260.91,298.63,10.34,10.4,10.32,89.46,279.86,28.58,38.58,952.01,5698.75,5408.13,6441.88,7.36,20,3395.95,10,36.1,16.47,8.03,80.02,286373,2
111,2018/1/1 11:24,44.1,126.21,268.27,306.87,10.34,10.26,10.33,84.35,231.78,27.14,37.15,960.59,5710.63,5416.25,6445,7.32,20,3386.71,13,70.15,18.67,7.9,75.86,298101,2
112,2018/1/1 11:30,42.62,124.28,267.22,306.28,10.35,10.25,10.32,82.13,251.9,24.37,32.48,983.73,5695.63,5405.63,6427.5,7.27,20,3394.1,12,68.8,16.12,7.95,75.76,290146,2
113,2018/1/1 11:36,41.08,124.6,260.95,296.32,10.51,10.26,10.3,82.13,251.9,26.35,36.79,929.52,5713.13,5426.25,6441.25,7.24,20,3383.01,18,603.7,12.23,8.19,79.87,286757,3
114,2018/1/1 11:42,43.1,125.33,265.21,304.87,10.48,10.23,10.31,91.93,271.83,30.32,41.48,948.3,5713.13,5406.88,6417.5,7.21,20,3390.41,20,1009.98,9.06,8.13,82.07,305082,3
115,2018/1/1 11:48,41.74,124.87,260.72,295.62,10.52,10.23,10.31,92.91,279.38,35.39,45.33,924.24,5692.5,5401.88,6415,7.17,20,3386.71,22,1152.76,10.33,8.49,81.49,277986,3
116,2018/1/1 11:54,42.47,124.97,262.79,299.31,10.49,10.25,10.29,92.2,282.72,27.08,39.21,972.81,5691.88,5399.38,6404.38,7.14,20,3375.62,30,0,16.84,8.16,79.9,291646,3
117,2018/1/1 12:00,42.32,124.97,262.54,299.11,10.49,10.27,10.33,89.24,281.13,22.73,33.46,946.53,5692.5,5408.13,6395,7.12,20,3357.13,20,0,28.21,8.07,74.62,289312,5
118,2018/1/1 12:06,42.52,125.21,261.98,295,10.5,10.27,10.3,91.6,274.78,21.55,32.5,929.27,5709.38,5411.25,6411.25,7.11,20,3353.43,18,0,48.68,8,72.8,295972,5
119,2018/1/1 12:12,42.09,124.72,261.9,299.52,10.5,10.26,10.32,89.56,274.57,24.92,38.13,958.27,5693.13,5403.75,6396.25,7.12,20,3344.19,17,394.02,42.85,8.03,78.35,297995,5
120,2018/1/1 12:18,42.47,125.05,262.1,299.63,10.49,10.27,10.34,90.08,271.94,30.71,43.66,942.23,5710,5415,6425.63,7.14,20,3323.85,15,1766.54,39.28,7.99,80.62,300021,5
121,2018/1/1 12:24,42.52,124.85,261.84,298.01,10.53,10.24,10.32,91.29,284.41,26.86,40.5,957.14,5687.5,5407.5,6414.38,7.17,20,3323.85,15,1752.08,44.42,7.97,80.3,293614,4
122,2018/1/1 12:30,42.28,125.2,260.56,297.82,10.5,10.26,10.33,92.18,274.68,24.26,36.26,971.7,5703.13,5415.63,6416.25,7.19,20,3312.76,17,1762.02,48.08,7.97,79.85,296528,4
123,2018/1/1 12:36,43.16,125.03,264.07,301.69,10.48,10.26,10.32,92.18,274.68,25.08,36.68,943.52,5714.38,5414.38,6430,7.22,20,3301.67,9,548.43,70.15,8.02,80.56,292677,4
124,2018/1/1 12:42,42.18,124.84,260.84,297.1,10.5,10.26,10.32,86.89,278.54,24.1,33.95,950.13,5705,5412.5,6416.25,7.25,20,3301.67,9,545.98,90.88,7.9,78.61,294301,4
125,2018/1/1 12:48,43.06,125.12,264.36,303.6,10.51,10.25,10.32,89.12,274.66,27.03,37.68,943.01,5712.5,5411.88,6430,7.28,20,3292.43,9,546.02,65.73,7.92,78.13,289770,4
126,2018/1/1 12:54,41.77,124.74,261.86,299.87,10.53,10.22,10.32,93.25,278.17,32.82,42.07,944.31,5706.88,5413.13,6419.38,7.3,20,3296.12,15,549.2,59.97,7.93,78.86,295303,4
127,2018/1/1 13:00,43.77,125.35,266.27,305.47,10.35,10.25,10.29,93.99,286.27,27.57,37.44,972.6,5692.5,5416.25,6411.25,7.32,20,3296.12,13,551.02,51.64,7.92,79.99,294319,5
128,2018/1/1 13:06,42.03,124.6,262.73,299.81,10.35,10.26,10.32,93.5,276.85,25.01,34.52,946.62,5709.38,5421.88,6440.63,7.35,20,3316.46,13,549.51,31.49,7.87,80.45,297895,5
