ID,C1,C2,C3,C4,C5
1,0.18361838594248828,0.47114709027871604,0.2051673507381966,0.11493899736540673,0.02512817567519257
2,0.14094481026984357,0.41926416227822655,0.217411051807734,0.19654396938858665,0.025836006255609185
3,0.13786304690553172,0.43182126355647965,0.20997137700641966,0.19260728242848543,0.02773703010308357
4,0.2471171320671246,0.4959118654202715,0.1650541137015023,0.0777821233535282,0.014134765457573367
5,0.22088657286352656,0.5190809870892461,0.18376517683805021,0.0687006806821123,0.007566582527064735
6,0.26581709144616456,0.4137176943650618,0.19578556639470795,0.09935003942009665,0.02532960837396891
7,0.2070471872016417,0.5678512352559396,0.16430815758846987,0.05762798376300997,0.003165436190938939
8,0.108341930465549,0.5132822754471064,0.2535010547461324,0.08366112321996018,0.04121361612125211
9,0.07760914985157677,0.48614676872673956,0.2819884739418191,0.10277255714030113,0.0514830503395636
10,0.0972594133785151,0.5413516151961401,0.26509802846812514,0.07306223412485639,0.023228708832363255
11,0.091389900437725,0.5632395938784281,0.28755736292777107,0.04696245161036053,0.010850691145715277
12,0.1739634867483924,0.5882875283885043,0.12116237246675828,0.06881258772541961,0.047774024670925404
13,0.09663046884281679,0.5313830245197937,0.3061428025983235,0.05162243150297529,0.01422127253609071
14,0.1361030551745753,0.5227036525334272,0.26030449316759663,0.05781881880322571,0.023069980321175198
15,0.13587792650711192,0.539242821091146,0.23017576332889955,0.07755411027619512,0.01714937879664757
16,0.22682891170005892,0.512461184075468,0.18072291329869372,0.06699105860376128,0.012995932322018086
17,0.2043456312016839,0.5374462137927098,0.18177673991892154,0.06585142433877493,0.010579990747909745
18,0.235001260410294,0.5234347391288602,0.1641015284876786,0.0660587412359315,0.0114037307372357
19,0.23257554348124473,0.5281014409118792,0.1624533942809405,0.06644417179451889,0.010425449531416817
20,0.20678822272334366,0.5377981218816095,0.17659203372244753,0.06831613425321144,0.010505487419387961
21,0.22440569305211208,0.5178527020233368,0.1593233491609661,0.07885751998316677,0.01956073578041833
22,0.21265123467057154,0.5486604526620918,0.15801141896988002,0.07275214804907937,0.007924745648377267
23,0.2681305071514046,0.49201900552961914,0.1482627618227809,0.07904512216007702,0.012542603336118296
24,0.1990212408574965,0.5015860480476542,0.17442185649967146,0.10964915316318358,0.015321701431994296
25,0.30357396312132456,0.4894355602249434,0.12901940453852415,0.07029762211250806,0.007673450002699858
26,0.3680559182951039,0.4652039997829492,0.11910922282544523,0.04044845342150878,0.007182405674992904
27,0.39495628578840153,0.41385209972964015,0.1272230530117026,0.04693123622414537,0.017037325246110555
28,0.37949752668495224,0.4194712188117946,0.1242836556083887,0.060809383171903306,0.015938215722961162
29,0.26682455033254365,0.4910957839975336,0.16741973403436297,0.06085067551308283,0.013809256122476963
30,0.28783616734514605,0.4965534669285453,0.15431389557631184,0.052164561333511265,0.009131908816485554
31,0.30637278694950293,0.4744177888722852,0.1334494874216758,0.06837298722224365,0.017386949534292415
32,0.16033450909791433,0.495543398114934,0.26032847226815387,0.07715340775005648,0.006640212768941194
33,0.1278565648377719,0.5037293531682883,0.2833540860509331,0.0786802404894952,0.006379755453511516
34,0.16102205428217367,0.5160933452999509,0.21861833762039068,0.09568084515425682,0.008585417643227872
35,0.04684084510783082,0.48187068055894,0.3237798817845925,0.11972577018122982,0.027782822367406982
36,0.044904091306158946,0.4517041370989398,0.3830252013333753,0.09870660809710288,0.021659962164423167
37,0.07945475675651206,0.44981436196159147,0.359715601937384,0.09322702193029689,0.01778825741421548
38,0.041891283501898406,0.514730654005576,0.3709311333574913,0.04902294364285687,0.023423985492177415
39,0.046352468473747556,0.4668415458922284,0.3131244819985092,0.12441298994283931,0.049268513692675514
40,0.053868119880045376,0.5063450860383446,0.3005016949185334,0.10868562306737527,0.03059947609570134
41,0.062140090142439645,0.5185235540805649,0.28157424448705715,0.10359335588481819,0.03416875540512011
42,0.0949576195502612,0.4758090172949603,0.2755158613074151,0.11537716167124766,0.03834034017611566
43,0.06164562998103217,0.4002334587044867,0.3110631896739323,0.17258913786734603,0.054468583773202954
44,0.10561874627197075,0.4966846456082094,0.29177586228051816,0.07697690227826341,0.02894384356103831
45,0.10534970133716189,0.4944665989033115,0.2739046511238251,0.0929375190111248,0.033341529624576746
46,0.0871921870095168,0.4923417470518837,0.27213917906621454,0.12361728545849807,0.024709601413887092
47,0.09299156997101367,0.5484138174045367,0.2622408914509955,0.08205931016186407,0.014294411011590201
48,0.11126970645917938,0.5434034827930125,0.26709137145074524,0.059932744350973684,0.01830269494608911
49,0.08396211333415846,0.550224175469828,0.24190286595798183,0.11052174791615538,0.013389097321876183
50,0.07349317629920721,0.3860506246610845,0.30942627951232543,0.17615022071089645,0.05487969881648658
51,0.06972191680353745,0.43045916135209666,0.28145228434079106,0.15376079255320418,0.06460584495037075
52,0.055849683117745866,0.4707756447804066,0.3181606357627726,0.10937557227411455,0.045838464064960345
53,0.09579688143057985,0.5338207292031454,0.30330719375106074,0.055511352983061646,0.011563842632152248
54,0.09228372212374147,0.5378532167390849,0.2933005637830081,0.06421578089721165,0.012346716456953915
55,0.11891202160834376,0.46757510019665743,0.30396794510481173,0.07036433457648889,0.03918059851369806
56,0.07622911693852281,0.40555361149555913,0.3457409687804018,0.13365184976059638,0.03882445302492
57,0.14682792543025266,0.5083625819892109,0.2668888166706005,0.0567971934012321,0.021123482508703852
58,0.14243101611654196,0.5087150189410605,0.26480076044850476,0.060858166194872776,0.023195038299019977
59,0.08591674946601395,0.48430813194519234,0.27243433222763236,0.10710441803145951,0.05023636832970189
60,0.09588274747153636,0.4594203421369954,0.2594750661434827,0.10651803017566461,0.07870381407232105
61,0.131972827550824,0.45363740429771054,0.25420430196498783,0.09847184293796124,0.06171362324851632
62,0.1421249788701872,0.5201301744981969,0.24403596632624938,0.055925823401721794,0.03778305690364472
63,0.138187020294995,0.5005296616691455,0.22858133890248186,0.07389141002471833,0.0588105691086594
64,0.09023212891685108,0.5069624401504507,0.26689086566338394,0.0931044700465916,0.04281009522272279
65,0.056811126798538815,0.4502717459770445,0.2759207658596475,0.12560574073302413,0.091390620631745
66,0.05938920990472593,0.4051927515955257,0.3062902573742018,0.1384776702645867,0.09065011086095986
67,0.0635056586016023,0.4686645158481994,0.2814969577477546,0.09874821110091073,0.08758465670153302
68,0.055527925386591036,0.4701662466991559,0.3420316736923601,0.09318472026052729,0.039089433961365834
69,0.06061691864674467,0.4096476065012892,0.3984895950618993,0.10124467352492443,0.030001206265142383
70,0.05697271257481062,0.42049347089853084,0.3927570526266706,0.10369274454725824,0.026084019352729856
71,0.08380155796855153,0.40943276671308476,0.35525277474945016,0.10494389660642259,0.046569003962490904
72,0.07187618603963485,0.4014916767403648,0.33365680991988383,0.11928236784209537,0.0736929594580211
73,0.05235346729614008,0.42963184137355154,0.376420125620132,0.09666154869926398,0.044933017010912346
74,0.044490949386350266,0.3731879054442297,0.36049249168727543,0.148758498032172,0.07307015544997271
75,0.12181782207462116,0.4413492464072123,0.31249108889628385,0.07554659450616753,0.04879524811571508
76,0.05932053877865323,0.3706884447800387,0.3651331073969785,0.1465317745137917,0.058326134530537886
77,0.09252604810129392,0.4776440745318142,0.31763494805643844,0.07844926760228124,0.033745661708172295
78,0.08951531788516982,0.47580779221810776,0.31474199934287156,0.0829928824139673,0.03694200813988344
79,0.09067385801654686,0.47695516267725474,0.3265994394706443,0.07979188269928761,0.025979657136266467
80,0.1177519959075073,0.4147994074957925,0.3225242372612023,0.09241225408585556,0.05251210524964215
81,0.10248464712801707,0.41415979960359073,0.3168297769445837,0.09329418998807097,0.07323158633573743
82,0.10241507579951649,0.41989415049100104,0.3172444342441919,0.09071777858113718,0.06972856088415343
83,0.2010035376073076,0.39977463638983557,0.2588934400673533,0.08629991187944472,0.05402847405605884
84,0.1813762527743702,0.3936284116386723,0.2744849067819068,0.09550246815445723,0.055007960650593435
85,0.1288828992763786,0.43744666505195984,0.29186817296005496,0.11096817025559444,0.03083409245601216
86,0.13378428417178664,0.4301099400785588,0.29410396909843856,0.11209423763483486,0.029907569016381266
87,0.12538945571950483,0.47130859803836406,0.26416325724702666,0.10561644914827402,0.03352223984683042
88,0.13273669304587124,0.44631116248466113,0.2599130311866387,0.10120415910618279,0.05983495417664617
89,0.13127468868258604,0.4558420761131439,0.26832799440458965,0.09638796497323698,0.04816727582644352
90,0.11871764551315621,0.4560166948400749,0.2655722962206292,0.10799217373331498,0.05170118969282483
91,0.09469753657803673,0.4616109093872692,0.3132846668498869,0.09761055763406383,0.03279632955074333
92,0.07909682404722553,0.4514426404484379,0.33000597958758665,0.10445097399472822,0.035003581922021874
93,0.09518726987573281,0.3052237154731739,0.42337260293494433,0.13700707846197444,0.03920933325417455
94,0.09962264424993388,0.32644971600433986,0.3988770153329858,0.1283957821027669,0.046654842309973465
95,0.11606769142777616,0.3749903165918018,0.3226630440296599,0.12533428752671205,0.06094466042405018
96,0.12425554425643424,0.4198574995257946,0.3062496745768652,0.11464091376595176,0.034996367874954123
97,0.19792785436065838,0.40695209670277854,0.28228937818342714,0.07446161629481564,0.038369054458320236
98,0.3888589692894478,0.37345863817276365,0.18377221941222013,0.04045167285778916,0.013458500267779231
99,0.48866799902850855,0.3412490601719249,0.12773083418279435,0.032499476343892844,0.009852630272879304
100,0.32207105711855744,0.42856082890323793,0.1804412067211588,0.04836019400747241,0.02056671324957362
101,0.349705387705998,0.40783458635947784,0.17714095322964013,0.04519582719100167,0.020123245513882327
102,0.46640062317223946,0.37896032366686483,0.11741583022805224,0.026928874632398715,0.010294348300444667
103,0.17896766773708517,0.48049587010903366,0.28389757767952944,0.040582857065284306,0.016056027409067437
104,0.15970639677020967,0.47499595877782924,0.2963419799531322,0.04819967466321569,0.0207559898356131
105,0.04731086014020273,0.4884547232553856,0.37643855707150803,0.06960331270448389,0.018192546828419743
106,0.062141949230526905,0.5031809740865545,0.34827342026893926,0.06896005053950094,0.017443605874478352
107,0.06607898221859972,0.49165149086078697,0.34590770302745594,0.07561986122094722,0.02074196267221025
108,0.0825139034330539,0.54187894721222,0.30643624447903167,0.05014334349024205,0.019027561385452398
109,0.11159053809026888,0.5319097339670305,0.29521682284611855,0.046601215057527616,0.014681690039054611
110,0.14093894759610517,0.5020382424606377,0.27215804443001934,0.05519056957748653,0.029674195935751286
111,0.18392656754603262,0.496884388789695,0.24141095375103822,0.04783351991232036,0.02994457000091383
112,0.15057487540300446,0.4998901038858347,0.2668750035773765,0.05119463523507764,0.031465381898706575
113,0.12967997294271555,0.5702177413078217,0.25465655404547693,0.039035619100356696,0.006410112603629011
114,0.18987210212351965,0.5102281085240502,0.23891989646237258,0.04081720692019942,0.0201626859698582
115,0.1784988227999641,0.5245498642433661,0.2314243648533279,0.04359712756380992,0.021929820539531974
116,0.18849347075534045,0.4955314760726362,0.24014213054948333,0.046650633708729614,0.02918228891381034
117,0.164164438707662,0.4835045657331742,0.2566410797625009,0.061450458932253,0.034239456864410066
118,0.15370275797256155,0.5027160368178714,0.2532794771436081,0.06104515461809725,0.02925657344786173
119,0.1449475698341921,0.5173264530673205,0.25381991080517075,0.06253325851119267,0.021372807782124095
120,0.12682911218359622,0.5077055716371567,0.22294616549257845,0.11962433762605906,0.022894813060609476
121,0.14351452878024093,0.5051319446888382,0.2525678979413662,0.06658640160315138,0.032199226986403436
122,0.1280564048601988,0.5215438200809911,0.24615325986459094,0.07276119972647768,0.031485315467741436
123,0.11915455406710296,0.5263768416126323,0.2547757734991033,0.07591260379067968,0.02378022703048172
124,0.11782735944222456,0.5183167581177016,0.25694218817424264,0.0787967921714823,0.028116902094348886
125,0.13979807689453208,0.5468936424222,0.23350226775753907,0.06626368814114893,0.01354232478457987
126,0.13766677932681007,0.5636123073135486,0.24476668163630047,0.037984597945731426,0.015969633777609422
127,0.129611563508155,0.536541879683292,0.25495104906402777,0.052883028930133455,0.02601247881439177
128,0.1487770885629422,0.580278406326452,0.2098329533627145,0.041086440204062186,0.02002511154382923
129,0.1639889149932494,0.5951004814174262,0.19634225611009484,0.03228562760651366,0.012282719872715788
130,0.14549830874632036,0.5228235473540459,0.23757918711945078,0.05443855661718456,0.03966040016299841
131,0.2050185355410282,0.5544297945660014,0.18741337401318917,0.032571390482349104,0.02056690539743217
132,0.19373004331196117,0.5250904129741752,0.2123459940535563,0.04659631122943111,0.022237238430876112
133,0.18619819886929584,0.5758003425819485,0.19571411579517942,0.03234408851312449,0.009943254240451735
134,0.20861115757994217,0.5239518105508694,0.201592111608864,0.044399948053186894,0.02144497220713756
135,0.23306137286325648,0.47024801296274227,0.2337299378438154,0.04121204178204979,0.021748634548136067
136,0.23107397311779768,0.4696591937157653,0.22717546764435376,0.04878750372685702,0.0233038617952261
137,0.27431390236488884,0.4674243236570174,0.1915160177981469,0.044246823725198545,0.02249893245474825
138,0.30103297890722935,0.45769776753703145,0.1771704883044657,0.043387707748644415,0.02071105750262906
139,0.3105230837116928,0.4648602634311443,0.16285200796980656,0.041014112704004554,0.020750532183351638
140,0.26038378882402446,0.47087616668419235,0.19537661798525582,0.04355785806464432,0.029805568441882938
141,0.2264197644196339,0.48599504526929915,0.20586719435262135,0.05582631101710989,0.02589168494133572
142,0.280586860393834,0.4995085525771414,0.17324966894816116,0.027944449884800455,0.018710468196063156
143,0.23726593941519775,0.48343599246543834,0.22154720664819574,0.039422494432012664,0.01832836703915547
144,0.24651345566125946,0.47522197576862335,0.21740808828534278,0.04063152461386269,0.02022495567091152
145,0.25999128887940254,0.4740596009676824,0.1975411943027037,0.04389054720958119,0.02451736864063017
146,0.19309187347120563,0.4973062106543363,0.23310958036495824,0.0577806162457707,0.018711719263729176
147,0.13170964718992909,0.47756054045220636,0.2584698710289176,0.10206811829241941,0.030191823036527465
148,0.18749607947300695,0.47365718634979326,0.24706656132196167,0.06272625953716843,0.029053913318069714
149,0.1746301153123861,0.4654070223471511,0.24496619860650634,0.07902474246704655,0.03597192126690996
150,0.17260309942772253,0.4872639137853853,0.2436688637205087,0.06810269808645865,0.028361424979924655
151,0.1648320376458506,0.48956517942983285,0.23990374307348006,0.07599757450911411,0.029701465341722497
152,0.1657978497284043,0.49115765753370305,0.2418189822018877,0.0720552574766749,0.02917025305932999
153,0.10686224151706382,0.44229842645421225,0.2859154428664711,0.12908920953717698,0.03583467962507586
154,0.2414768794804766,0.4921710635589899,0.20316573723085776,0.047363862758125236,0.01582245697155053
155,0.322553372965052,0.4198165757662614,0.18243911618796854,0.04910837735644478,0.026082557724273335
156,0.27101406793986704,0.4545437042458979,0.19690865751884826,0.051493195865419665,0.02604037442996697
157,0.1455501031374991,0.5264618448253551,0.2608605191000897,0.058460622682304855,0.008666910254751218
158,0.11839860607422129,0.4433801693666758,0.2804638292504959,0.1092939915640783,0.048463403744528614
159,0.14914200150067616,0.4947811772458682,0.24922665755325435,0.07040639224128005,0.03644377145892133
160,0.10901952064976127,0.4876177070112885,0.2843894899379161,0.07963394271681716,0.03933933968421694
161,0.13396262648015925,0.46490867949927234,0.2701869305250153,0.0904647495576663,0.04047701393788684
162,0.07271041162374584,0.5030554397469131,0.295274662271566,0.09146358202729332,0.03749590433048178
163,0.07702103571264572,0.5499729027137903,0.26881288433949674,0.06755797885185513,0.03663519838221212
164,0.09653100918171273,0.574398657098639,0.26055841371327915,0.05454805541815751,0.013963864588211786
165,0.11660976398797662,0.5451735163737925,0.24778159188478563,0.06652876200127723,0.023906365752168094
166,0.09741218763909856,0.5074563007895904,0.27617150208605395,0.07412362939443087,0.04483638009082612
167,0.10537121232741235,0.559788639279853,0.2458407663763598,0.06951984573949316,0.01947953627688175
168,0.0977022502073336,0.5599979266354413,0.24754146120188728,0.07314094887554053,0.021617413079797268
169,0.08619213598658336,0.519578808194677,0.28002757014186314,0.0805029779699296,0.03369850770694679
170,0.09667247075356507,0.5216763597948894,0.25722127190338606,0.0811048891041994,0.04332500844395998
171,0.17451097834647913,0.4859421393012942,0.11849806804067729,0.09818425176756893,0.12286456254398052
172,0.12618444767333845,0.46861625465082385,0.27712842805820753,0.08795944196871831,0.04011142764891185
173,0.09125419515911753,0.5283333947858662,0.2868041281890254,0.0715497898293439,0.022058492036647226
174,0.1427105519160351,0.5284215930432437,0.24638503527987318,0.06431650548634228,0.018166314274505765
175,0.13265939603852137,0.504314067465797,0.25320499051783857,0.0652084896144776,0.044613056363365364
176,0.053341071109787634,0.48536715146065157,0.3301152141973725,0.08614903913661048,0.04502752409557777
177,0.1054857454930812,0.5157448702325685,0.25438794264603176,0.07157385842151075,0.052807583206807854
178,0.08861641622728428,0.5408756104716672,0.2635826631859529,0.08239693559559465,0.02452837451950098
179,0.10640950537743017,0.5500993603996575,0.24282758651254494,0.07651208897584194,0.024151458734525358
